objid	container	type	shared_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	radius	portal_layout_crc
i	i	i	h	i	f	f	f	f	f	f	f	f	i
-236073230	0	1413566031	object/tangible/terminal/shared_terminal_character_builder.iff	0	1465.25	5	1347.88	0.548358	0	0.836243	0	50	0
-1223314709	0	1129465167	object/mobile/shared_dressed_robber_twk_female_01.iff	0	1464.88	5	1354.17	1	0	0	0	96	0
-823148354	0	1398030671	object/static/structure/tatooine/shared_skeleton_greater_krayt_spine_large.iff	0	1540	5	1278.38	0	0	1	0	128	0
-2037978329	0	1398030671	object/static/structure/tatooine/shared_skeleton_greater_krayt_head.iff	0	1536.66	5	1320.26	1	0	0	0	128	0
-1426048292	0	1398030671	object/static/structure/tatooine/shared_skeleton_krayt_arm_style_01.iff	0	1557.16	6.18472	1322.22	1	0	0	0	128	0
-610751860	0	1398030671	object/static/structure/tatooine/shared_skeleton_krayt_arm_style_01.iff	0	1519.69	5	1322.64	1	0	0	0	128	0
-978286595	0	1398030671	object/static/structure/tatooine/shared_skeleton_krayt_arm_style_01.iff	0	1532.27	7.39089	1343.15	1	0	0	0	128	0
-1020800025	0	1398030671	object/static/structure/tatooine/shared_skeleton_krayt_arm_style_01.iff	0	1546.91	7.39089	1343.15	1	0	0	0	128	0
-1537102816	0	1398030671	object/static/structure/tatooine/shared_skeleton_krayt_arm_style_01.iff	0	1561.55	7.39089	1343.15	1	0	0	0	128	0
-931437648	0	1398030671	object/static/structure/tatooine/shared_skeleton_krayt_foot.iff	0	1524.94	5	1337.34	0.882333	0	0.470626	0	128	0
-2132260673	0	1398030671	object/static/structure/tatooine/shared_skeleton_krayt_foot.iff	0	1551.8	5	1335.37	-0.0474224	-0.408718	-0.0130433	0.911335	128	0
-127279070	0	1398030671	object/static/structure/tatooine/shared_skeleton_krayt_ribcage.iff	0	1539.09	5	1303.31	0.99639	0	-0.0848972	-0	128	0
-1571795337	0	1398030671	object/static/structure/tatooine/shared_skeleton_krayt_tail.iff	0	1539.77	5	1250.29	1	0	0	0	128	0
-1683231567	0	1398030671	object/static/structure/tatooine/shared_skeleton_krayt_leg_style_02.iff	0	1532.62	5	1293.08	0.975897	0	0.21823	0	128	0
-351522980	0	1398030671	object/static/structure/tatooine/shared_skeleton_krayt_leg_style_02.iff	0	1550.27	5	1291	0.408487	0	0.912764	0	128	0
-1077068474	0	1398030671	object/static/structure/tatooine/shared_skeleton_krayt_foot.iff	0	1551.6	5	1287.3	0.00270971	0.93614	-0.0069957	0.351546	128	0
-1007080000	0	1398030671	object/static/structure/tatooine/shared_skeleton_krayt_foot.iff	0	1530.37	5	1287.79	-0.530195	0.0252797	0.844854	0.0668884	128	0
