objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
-774325041	0	object/tangible/container/loot/placable_loot_crate.iff	0	839.371	94.0216	1110.61	0.644827	0	0.764329	0		$|
-1908401984	0	object/building/naboo/ply_nboo_house_s_s02_fp1.iff	0	864.275	101.196	1105.67	0.707107	0	-0.707106	0		$|
-2093773463	-1908401984	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
-555016066	-1908401984	object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
-1556862676	-1908401984	object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
-1621582391	-1556862676	object/tangible/container/loot/placable_loot_crate_trashpile.iff	0	-2041.16	0.7	-6.54045	1	0	0	0		$|
-1668142224	-1556862676	object/static/item/item_chair_futon_s1.iff	0	-2041.63	1.84552	-0.836855	-0.579293	-0.00768845	-0.090323	0.810063		$|
-1847828235	-1556862676	object/static/item/item_chair_recliner_s1.iff	0	-2040.8	1.12497	-2.02582	0.741921	-0.657836	0.0860036	0.0969969		$|
-565923755	-1556862676	object/tangible/furniture/modern/coffee_table_modern_style_01.iff	0	-2043.2	1.55594	-1.39227	-3.20013e-08	0	0	1		$|
-1927376940	-1556862676	object/tangible/furniture/modern/table_modern_style_01.iff	0	-2040.74	1.00181	-3.34495	0.846894	0.000118978	0.129138	0.515843		$|
-694282569	-1556862676	object/tangible/furniture/modern/chest_modern_style_01.iff	0	-2041.32	0.415395	-4.33917	0.847255	0	-0.531186	0		$|
-556911782	-1556862676	object/tangible/furniture/tatooine/frn_tato_chair_cafe_style_02.iff	0	-2044.65	0.7	-2.89415	0.523366	0	0.852108	0		$|
-231542615	-1556862676	object/tangible/furniture/tatooine/frn_tato_table_small_style_01.iff	0	-2043.54	0.7	-2.62006	1	0	0	0		$|
-976317925	-1556862676	object/static/item/wp_mle_lance_vibrolance.iff	0	-2043.53	1.33708	-2.86703	0.698075	0.112655	0.112655	0.698075		$|
-1960783934	-1556862676	object/static/item/wp_pistol_srcombat_combined.iff	0	-2043.48	1.35906	-2.49968	0.595314	0.381578	0.381577	0.595314		$|
-879410635	-1556862676	object/static/item/item_shisha.iff	0	-2043.81	1.30083	-2.39127	-0.561168	0	0.827702	0		$|
-1241413427	-1908401984	object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
-2079230854	-1241413427	object/static/structure/general/skeleton_human_headandbody.iff	0	-2052.73	1.52219	3.75205	0.707107	0	0.707107	0		$|
-2083494600	-1241413427	object/tangible/furniture/all/frn_all_couch_love_seat_s2.iff	0	-2052.5	0.7	2.10876	-3.20013e-08	0	1	0		$|
-1946274642	-1241413427	object/tangible/furniture/modern/coffee_table_modern_style_01.iff	0	-2052.33	0.7	3.77838	1	0	0	0		$|
-1677962170	-1241413427	object/static/structure/general/trash_pile_s01.iff	0	-2054.84	0.7	3.79922	0.930508	0	-0.366273	0		$|
-1647848179	-1241413427	object/static/structure/general/droid_r2_powerdown.iff	0	-2054.32	0.723866	3.2493	0.462485	0	0.886627	0		$|
-1062241431	-1241413427	object/static/item/item_chair_modern_loveseat_s01.iff	0	-2055	1.15798	-3.99563	-0.425561	0.425561	0.56471	0.56471		$|
-854658269	-1241413427	object/tangible/furniture/elegant/cabinet_s01.iff	0	-2054.8	0.7	-5.16091	1	0	0	0		$|
-2090498086	-1241413427	object/tangible/furniture/elegant/end_table_s01.iff	0	-2051.11	0.7	2.09442	1	0	0	0		$|
-942219052	-1241413427	object/tangible/furniture/elegant/cabinet_s01.iff	0	-2054.39	1.03867	-5.18494	0.707107	0	0	-0.707106		$|
-1720483051	-1241413427	object/static/item/item_diagnostic_screen.iff	0	-2053.39	1.47601	-5.07632	-0.579417	0.579417	0.405309	0.405309		$|
-609843239	-1241413427	object/static/item/item_bottle_fat.iff	0	-2051.24	1.07947	2.2372	1	0	0	0		$|
-751867451	-1241413427	object/static/item/item_axe.iff	0	-2049.94	0.712682	2.58334	0.641254	0.297982	0.297982	0.641254		$|
-641399737	-1241413427	object/static/item/wp_mle_2h_sword_s03.iff	0	-2049.75	0.707291	3.42533	-0.191741	0.680614	0.680614	-0.191742		$|
-977230724	-1241413427	object/static/item/item_vibroaxe.iff	0	-2049.5	0.745003	2.94651	0.554384	-0.434676	-0.43417	0.561437		$|
-1246571693	-1241413427	object/static/item/item_ammo_rocket.iff	0	-2051.24	1.1111	1.96276	0.581683	0	0.813416	0		$|
-1674091023	-1241413427	object/static/item/item_ammo_rocket.iff	0	-2051.15	1.1111	1.97368	0.52762	0	0.849481	0		$|
-1182814570	-1241413427	object/static/item/item_fruit_melon.iff	0	-2051.01	0.789245	1.61031	0.653778	-0.288047	-0.0244851	0.699288		$|
-882045225	-1241413427	object/static/item/item_fruit_melon.iff	0	-2050.96	1.07947	2.08077	1	0	0	0		$|
-1550073655	-1241413427	object/static/item/item_container_inorganic_minerals.iff	0	-2054.98	0.7	-1.96374	1	0	0	0		$|
-409244986	-1241413427	object/static/item/item_container_energy_liquid.iff	0	-2054.27	0.7	-3.54203	1	0	0	0		$|
-280675418	-1241413427	object/static/item/item_container_energy_liquid.iff	0	-2053.69	0.821998	-4.18118	0.685991	0.171513	0.171513	0.685991		$|
-2133527664	-1241413427	object/static/item/item_jar_spice_red.iff	0	-2054.79	1.58544	-2.1713	0.625519	0	0.780209	0		$|
-517957242	-1241413427	object/static/item/item_con_tato_bowl_full_s01.iff	0	-2054.9	1.55381	-1.5773	1	0	0	0		$|
-416999969	-1241413427	object/tangible/dungeon/corellian_corvette/corvette_search_neutral_destroy_01.iff	0	-2054.94	0.7	1.90404	1	0	0	0		$|
-1804617885	-1241413427	object/tangible/container/loot/placable_loot_crate.iff	0	-2055.08	0.7	-0.114647	0.707107	0	0.707107	0		$|
-648240706	0	object/static/structure/naboo/gungan_wall_ruined_lg_s02.iff	0	887.815	94.0037	1119.27	-3.20013e-08	0	1	0		$|
-1239926135	0	object/static/structure/naboo/gungan_wall_ruined_lg_s01.iff	0	887.821	94.0052	1106.37	1	0	0	0		$|
-1416801220	0	object/static/structure/naboo/gungan_damaged_wall_lg_s01.iff	0	887.708	94.0038	1127.46	1	0	0	0		$|
-1550759483	0	object/static/structure/naboo/gungan_pillar_damaged_s01.iff	0	887.702	94.0039	1123.34	1	0	0	0		$|
-1813593959	0	object/static/structure/naboo/gungan_sacred_head_s01.iff	0	883.718	87.2944	1116.16	0.988482	-0.109174	-0.0115056	-0.104174		$|
-1685100866	0	object/static/structure/naboo/poi_nboo_tent_large.iff	0	878.181	94.0001	1107.74	1	0	0	0		$|
-91884238	0	object/static/structure/general/trash_pile_s01.iff	0	871.873	95.52	1115.71	0.627665	0	0.778484	0		$|
-507892488	0	object/static/structure/general/trash_pile_s01.iff	0	871.094	95.52	1115.29	0.995953	0	-0.0898786	0		$|
-1424652355	0	object/static/structure/tatooine/debris_tatt_drum_dented_1.iff	0	871.613	95.5185	1114.57	1	0	0	0		$|
-1927988745	0	object/static/structure/tatooine/debris_tatt_drum_storage_1.iff	0	870.457	95.5133	1114.63	0.979061	0	0.203567	0		$|
-1948313463	0	object/static/structure/naboo/nboo_imprv_pillar_pillar_s03.iff	0	884.65	93.6515	1135.28	0.993395	-0.114747	0	0		$|
-1331595969	0	object/static/structure/naboo/nboo_imprv_pristine_wall_sml_s03.iff	0	883.991	93.6519	1135.28	0.993084	-0.114711	0.00286837	0.0248323		$|
-1939786804	0	object/static/structure/naboo/nboo_imprv_pillar_pillar_s03.iff	0	887.312	93.528	1132.12	0.991022	0.119497	-0.00717842	0.0595328		$|
-1376581304	0	object/static/structure/naboo/gungan_damaged_wide_arch_s01.iff	0	888.939	94.0047	1094.37	0.990901	0	-0.13459	0		$|
-327503350	0	object/static/structure/naboo/gungan_damaged_wall_lg_s01.iff	0	838.515	94.0404	1111.08	-3.20013e-08	0	1	0		$|
-1408844359	0	object/static/structure/naboo/gungan_cleft_wall_lg_s01.iff	0	838.458	94.0294	1127.58	1	0	0	0		$|
-850991870	0	object/static/structure/naboo/gungan_damaged_wall_lg_s01.iff	0	841.767	94.0138	1134.21	0.892608	0	0.450834	0		$|
-1579429420	0	object/static/structure/naboo/gungan_damaged_narrow_arch_s01.iff	0	838.44	93.1952	1119.43	1	0	0	0		$|
-414188864	0	object/static/structure/naboo/gungan_wall_ruined_lg_s02.iff	0	838.561	94.0188	1102.97	-5.30747e-08	0	1	0		$|
-2054174542	0	object/static/structure/naboo/gungan_pillar_damaged_s01.iff	0	838.584	94.0205	1107.05	0.707107	0	-0.707106	0		$|
-580396567	0	object/static/structure/naboo/gungan_pillar_damaged_s01.iff	0	838.449	94.015	1115.29	0.707107	0	-0.707106	0		$|
-1160876236	0	object/static/structure/naboo/gungan_pillar_damaged_s01.iff	0	838.44	94.0277	1123.57	-3.20013e-08	0	1	0		$|
