objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
-774325041	0	object/building/military/military_imperial_detachment_hq.iff	0	1120	30.6897	860	0.707107	0	-0.707106	0		$|
-1908401984	-774325041	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
-2093773463	-774325041	object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
-555016066	-774325041	object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
-1556862676	-774325041	object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
-1621582391	-774325041	object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
-1668142224	-774325041	object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
-1847828235	-774325041	object/cell/cell.iff	7	0	0	0	1	0	0	0		$|
-565923755	-1847828235	object/tangible/collection/scout_trooper_left_bracer.iff	0	4090.44	-14.2235	-2048.29	0.74856	0.151937	0.491173	-0.418714		$|
-1927376940	-774325041	object/cell/cell.iff	8	0	0	0	1	0	0	0		$|
-694282569	-774325041	object/cell/cell.iff	9	0	0	0	1	0	0	0		$|
-556911782	-774325041	object/cell/cell.iff	10	0	0	0	1	0	0	0		$|
-231542615	0	object/building/military/military_base_shed_imperial_barracks_s01.iff	0	1119	30.7801	875	0.707107	0	-0.707106	0		$|
-976317925	-231542615	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
-1960783934	-231542615	object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
-879410635	-231542615	object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
-1241413427	-231542615	object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
-2079230854	-231542615	object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
-2083494600	-231542615	object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
-1946274642	0	object/building/military/military_base_shed_imperial_style_officer_s01.iff	0	1119	30.5743	845	-0.707107	0	0.707107	0		$|
-1677962170	-1946274642	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
-1647848179	-1946274642	object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
-1062241431	-1946274642	object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
-854658269	-1946274642	object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
-2090498086	-1946274642	object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
-942219052	-1946274642	object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
-1720483051	0	object/static/structure/military/military_wall_med_imperial_32_style_01.iff	0	1128.97	31	860.025	0.707107	0	0.707106	0		$|
-609843239	0	object/static/structure/military/military_wall_med_imperial_style_01.iff	0	1128.97	31	880.025	0.707107	0	0.707106	0		$|
-751867451	0	object/static/structure/military/military_wall_med_imperial_32_style_01.iff	0	1112.97	31	884.025	1	0	0	0		$|
-641399737	0	object/static/structure/military/military_wall_med_imperial_style_01.iff	0	1128.97	30.9042	840.025	0.707107	0	0.707107	0		$|
-977230724	0	object/static/structure/military/military_wall_med_imperial_32_style_01.iff	0	1112.97	31	836.025	1	0	0	0		$|
-1246571693	0	object/static/structure/corellia/corl_imprv_wall_4x16_s03.iff	0	1096.97	31	876.025	0.707107	0	0.707106	0		$|
-1674091023	0	object/static/structure/corellia/corl_imprv_wall_4x16_s03.iff	0	1096.97	31	844.025	0.707107	0	0.707107	0		$|
-1182814570	0	object/static/structure/military/military_column_med_imperial_style_01.iff	0	1096.97	31	884.025	1	0	0	0		$|
