StringId	Picture	Title
s	s	s
@loading/hoth:hoth_quote_01	loading/toow/images/toow_load_redhot	@loading/hoth:hoth_quote_title
@loading/hoth:hoth_quote_02	loading/toow/images/toow_load_redhot	@loading/hoth:hoth_quote_title
@loading/hoth:hoth_quote_03	loading/toow/images/toow_load_redhot	@loading/hoth:hoth_quote_title
@loading/hoth:hoth_quote_04	loading/toow/images/toow_load_redhot	@loading/hoth:hoth_quote_title
@loading/hoth:hoth_quote_04	loading/toow/images/toow_load_redhot	@loading/hoth:hoth_quote_title
@loading/hoth:hoth_quote_05	loading/toow/images/toow_load_redhot	@loading/hoth:hoth_quote_title
@loading/hoth:hoth_quote_05	loading/toow/images/toow_load_redhot	@loading/hoth:hoth_quote_title
@loading/hoth:hoth_quote_06	loading/toow/images/toow_load_redhot	@loading/hoth:hoth_quote_title
@loading/hoth:hoth_quote_07	loading/toow/images/toow_load_redhot	@loading/hoth:hoth_quote_title
@loading/hoth:hoth_planet_d	loading/toow/images/toow_load_redhot	@loading/hoth:hoth_planet_title
