objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
-774325041	0	object/building/general/endor_marauder_orphans_cave.iff	0	1265.54	19.502	688.623	0.589467	0	0.807793	0		$|
-1908401984	-774325041	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
-2093773463	-774325041	object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
-555016066	-774325041	object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
-1556862676	-774325041	object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
-1621582391	-774325041	object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
-1668142224	-1621582391	object/tangible/container/loot/placable_loot_crate_trashpile.iff	0	8288.95	-45.3521	-103.696	0.998201	0	0	0.059964		$|
-1847828235	-774325041	object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
-565923755	-774325041	object/cell/cell.iff	7	0	0	0	1	0	0	0		$|
-1927376940	-774325041	object/cell/cell.iff	8	0	0	0	1	0	0	0		$|
-694282569	-774325041	object/cell/cell.iff	9	0	0	0	1	0	0	0		$|
-556911782	-694282569	object/tangible/container/loot/placable_loot_crate.iff	0	8384.76	-66.8124	-102.006	0.795843	0	-0.605503	0		$|
-231542615	-694282569	object/tangible/collection/rare_melee_necrosis_nightblade.iff	0	8376.97	-65.7059	-103.016	0.00133045	-0.655672	0.755029	0.00469443		$|
-976317925	-774325041	object/cell/cell.iff	10	0	0	0	1	0	0	0		$|
-1960783934	-774325041	object/cell/cell.iff	11	0	0	0	1	0	0	0		$|
-879410635	-1960783934	object/tangible/container/loot/placable_loot_crate.iff	0	8270.66	-45.8789	-149.824	1	0	0	0		$|
-1241413427	0	object/static/structure/dantooine/dant_large_mudhut.iff	0	1313.02	204.277	1364.15	0.637151	0	0.770739	0		$|
-2079230854	0	object/static/structure/general/streetlamp_small_red_style_01.iff	0	1316.89	202.223	1363.37	1	0	0	0		$|
