objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
-774325041	0	object/static/structure/general/debris_deathstar_storage.iff	0	1294	52.8	759	1	0	0	0		$|
-1908401984	0	object/building/tatooine/lucky_despot.iff	0	1245	55.1	724	0.707108	0	0.707106	0		$|
-2093773463	-1908401984	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
-555016066	-1908401984	object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
-1556862676	-1908401984	object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
-1621582391	-1908401984	object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
-1668142224	-1908401984	object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
-1847828235	-1908401984	object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
-565923755	-1908401984	object/cell/cell.iff	7	0	0	0	1	0	0	0		$|
-1927376940	-565923755	object/tangible/container/loot/placable_loot_crate.iff	0	-2044.2	7	2033.9	0.92388	0	0.382683	0		$|
-694282569	-1908401984	object/cell/cell.iff	8	0	0	0	1	0	0	0		$|
-556911782	-694282569	object/tangible/container/loot/placable_loot_crate.iff	0	-2044.1	7	2062.1	0.382683	0	0.92388	0		$|
-231542615	-1908401984	object/cell/cell.iff	9	0	0	0	1	0	0	0		$|
-976317925	-1908401984	object/cell/cell.iff	10	0	0	0	1	0	0	0		$|
-1960783934	-1908401984	object/cell/cell.iff	11	0	0	0	1	0	0	0		$|
-879410635	-1908401984	object/cell/cell.iff	12	0	0	0	1	0	0	0		$|
-1241413427	-1908401984	object/cell/cell.iff	13	0	0	0	1	0	0	0		$|
-2079230854	-1908401984	object/cell/cell.iff	14	0	0	0	1	0	0	0		$|
-2083494600	-1908401984	object/cell/cell.iff	15	0	0	0	1	0	0	0		$|
-1946274642	-1908401984	object/cell/cell.iff	16	0	0	0	1	0	0	0		$|
-1677962170	-1908401984	object/cell/cell.iff	17	0	0	0	1	0	0	0		$|
-1647848179	-1908401984	object/cell/cell.iff	18	0	0	0	1	0	0	0		$|
-1062241431	-1908401984	object/cell/cell.iff	19	0	0	0	1	0	0	0		$|
-854658269	-1908401984	object/cell/cell.iff	20	0	0	0	1	0	0	0		$|
-2090498086	-1908401984	object/cell/cell.iff	21	0	0	0	1	0	0	0		$|
-942219052	-1908401984	object/cell/cell.iff	22	0	0	0	1	0	0	0		$|
-1720483051	-1908401984	object/cell/cell.iff	23	0	0	0	1	0	0	0		$|
-609843239	-1908401984	object/cell/cell.iff	24	0	0	0	1	0	0	0		$|
-751867451	-1908401984	object/cell/cell.iff	25	0	0	0	1	0	0	0		$|
-641399737	-1908401984	object/cell/cell.iff	26	0	0	0	1	0	0	0		$|
-977230724	-641399737	object/tangible/container/loot/placable_loot_crate.iff	0	-2030	-0.3	2059	4.37114e-08	0	1	0		$|
-1246571693	-1908401984	object/cell/cell.iff	27	0	0	0	1	0	0	0		$|
-1674091023	-1246571693	object/tangible/container/loot/placable_loot_crate.iff	0	-2022	-0.3	2045.3	0.999962	0	0.00872654	0		$|
-1182814570	-1908401984	object/cell/cell.iff	28	0	0	0	1	0	0	0		$|
-882045225	-1908401984	object/cell/cell.iff	29	0	0	0	1	0	0	0		$|
-1550073655	-1908401984	object/cell/cell.iff	30	0	0	0	1	0	0	0		$|
-409244986	-1908401984	object/cell/cell.iff	31	0	0	0	1	0	0	0		$|
-280675418	-1908401984	object/cell/cell.iff	32	0	0	0	1	0	0	0		$|
