objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
-774325041	0	object/building/general/rori_bat_cave.iff	0	848.8	99.5441	1263.75	0.382683	0	0.92388	0		$|
-1908401984	-774325041	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
-2093773463	-774325041	object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
-555016066	-774325041	object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
-1556862676	-555016066	object/tangible/container/loot/placable_loot_crate_trashpile.iff	0	4.92003	-41.0546	6068.87	1	0	0	0		$|
-1621582391	-774325041	object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
-1668142224	-1621582391	object/tangible/container/loot/placable_loot_crate_trashpile.iff	0	51.482	-45.4791	6043.39	1	0	0	0		$|
-1847828235	-774325041	object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
-565923755	-1847828235	object/tangible/container/loot/placable_loot_crate_trashpile.iff	0	46.7424	-56.4031	5957.39	1	0	0	0		$|
-1927376940	-774325041	object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
-694282569	-774325041	object/cell/cell.iff	7	0	0	0	1	0	0	0		$|
-556911782	-694282569	object/tangible/container/loot/placable_loot_crate_trashpile.iff	0	-19.8301	-62.8932	5883	1	0	0	0		$|
-231542615	-774325041	object/cell/cell.iff	8	0	0	0	1	0	0	0		$|
-976317925	-231542615	object/tangible/collection/rare_pistol_mustafarian_modified_disruptor.iff	0	-46.546	-70.1603	5956.01	0.798942	-0.0116207	-0.0162775	-0.601075		$|
-1960783934	-231542615	object/tangible/container/loot/placable_loot_crate_trashpile.iff	0	-76.9857	-99.6929	5981.46	1	0	0	0		$|
-879410635	-774325041	object/cell/cell.iff	9	0	0	0	1	0	0	0		$|
-1241413427	-774325041	object/cell/cell.iff	10	0	0	0	1	0	0	0		$|
-2079230854	-774325041	object/cell/cell.iff	11	0	0	0	1	0	0	0		$|
-2083494600	-2079230854	object/tangible/container/loot/placable_loot_crate_trashpile.iff	0	-100.588	-100.598	6049.38	1	0	0	0		$|
-1946274642	-2079230854	object/tangible/container/loot/placable_loot_crate_trashpile.iff	0	-83.9517	-99.9265	6050.31	1	0	0	0		$|
