objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
-774325041	0	object/building/general/rori_hyperdrive_research_facility.iff	0	914.233	77.2	423.394	1	0	0	0		$|
-1908401984	-774325041	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
-2093773463	-774325041	object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
-555016066	-774325041	object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
-1556862676	-774325041	object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
-1621582391	-774325041	object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
-1668142224	-1621582391	object/tangible/hq_destructible/security_terminal.iff	0	2058.1	-12	-4028.37	-0.486168	0	0.873865	0		$|
-1847828235	-774325041	object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
-565923755	-774325041	object/cell/cell.iff	7	0	0	0	1	0	0	0		$|
-1927376940	-774325041	object/cell/cell.iff	8	0	0	0	1	0	0	0		$|
-694282569	-1927376940	object/tangible/terminal/terminal_hq.iff	0	1993.51	-20	-4074.44	-3.20013e-08	0	1	0		$|
-556911782	-774325041	object/cell/cell.iff	9	0	0	0	1	0	0	0		$|
-231542615	-774325041	object/cell/cell.iff	10	0	0	0	1	0	0	0		$|
-976317925	-774325041	object/cell/cell.iff	11	0	0	0	1	0	0	0		$|
-1960783934	-774325041	object/cell/cell.iff	12	0	0	0	1	0	0	0		$|
-879410635	-1960783934	object/tangible/hq_destructible/power_regulator.iff	0	2123.08	-12	-4036.34	0.707108	0	-0.707106	0		$|
-1241413427	-774325041	object/cell/cell.iff	13	0	0	0	1	0	0	0		$|
-2079230854	-1241413427	object/tangible/hq_destructible/uplink_terminal.iff	0	2076.88	-20	-3969.75	0.707107	0	0.707106	0		$|
-2083494600	-774325041	object/cell/cell.iff	14	0	0	0	1	0	0	0		$|
-1946274642	-2083494600	object/tangible/hq_destructible/override_terminal.iff	0	2103.56	-12	-4101.3	1	0	0	0		$|
-1677962170	-774325041	object/cell/cell.iff	15	0	0	0	1	0	0	0		$|
-1647848179	-774325041	object/cell/cell.iff	16	0	0	0	1	0	0	0		$|
-1062241431	-1647848179	object/tangible/collection/storm_trooper_chest.iff	0	2024.56	-20.0882	-4085.29	-0.0803819	-0.10942	0.990714	0.00725396		$|
-854658269	-774325041	object/cell/cell.iff	17	0	0	0	1	0	0	0		$|
-2090498086	-854658269	object/tangible/collection/hanging_light_03.iff	0	2015.91	-20	-4094.63	0.987227	0	-0.159318	0		$|
-942219052	-774325041	object/cell/cell.iff	18	0	0	0	1	0	0	0		$|
-1720483051	-774325041	object/cell/cell.iff	19	0	0	0	1	0	0	0		$|
-609843239	-774325041	object/cell/cell.iff	20	0	0	0	1	0	0	0		$|
-751867451	-774325041	object/cell/cell.iff	21	0	0	0	1	0	0	0		$|
-641399737	-774325041	object/cell/cell.iff	22	0	0	0	1	0	0	0		$|
-977230724	0	object/static/installation/mockup_power_generator_fusion_style_1.iff	0	917.835	82.4685	425.793	1	0	0	0		$|
-1246571693	0	object/static/installation/mockup_power_generator_wind_style_1.iff	0	908	91.8947	396.788	1	0	0	0		$|
-1674091023	0	object/building/military/mun_all_military_tower_impl_guard_s01.iff	0	902.344	77.2	456.737	1	0	0	0		$|
-1182814570	-1674091023	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
-882045225	0	object/building/military/mun_all_military_tower_impl_guard_s01.iff	0	928.379	77.2	457.213	1	0	0	0		$|
-1550073655	-882045225	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
-409244986	0	object/building/military/mun_all_military_tower_impl_guard_s01.iff	0	930.468	77.2	410.886	0.707107	0	0.707106	0		$|
-280675418	-409244986	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
-2133527664	0	object/building/military/mun_all_military_tower_impl_guard_s01.iff	0	894.032	77.2	411.205	0.707107	0	-0.707106	0		$|
-517957242	-2133527664	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
-416999969	0	object/static/structure/tatooine/antenna_tatt_style_1.iff	0	908.598	77.2	435.92	1	0	0	0		$|
-1804617885	0	object/static/structure/corellia/corl_power_bubble_node.iff	0	922.062	77.4839	423.372	1	0	0	0		$|
-648240706	0	object/static/installation/mockup_power_generator_wind_style_1.iff	0	840.502	97.742	456.749	1	0	0	0		$|
-1239926135	0	object/static/structure/general/landing_pad_shuttle.iff	0	915.454	77.2	457.062	0.707107	0	0.707106	0		$|
-1416801220	0	object/static/vehicle/player_shuttle.iff	0	917.548	77.2	457.16	0.707107	0	-0.707106	0		$|
-1550759483	0	object/tangible/jedi/force_shrine_stone.iff	0	1121.87	83.8092	1947.18	0.707107	0	0.707107	0		$|
-1813593959	0	object/static/structure/dantooine/dant_jedi_temple_pillar_sm.iff	0	1117.45	84.6168	1945.58	0.707116	0	0.707097	0		$|
-1685100866	0	object/static/structure/dantooine/dant_jedi_temple_pillar_sm.iff	0	1126.14	84.6009	1945.62	1	0	0	0		$|
-91884238	0	object/static/structure/dantooine/dant_jedi_temple_pillar_base.iff	0	1120.91	84.6146	1945.57	0	0	1	0		$|
-507892488	0	object/static/structure/dantooine/dant_jedi_temple_pillar_base.iff	0	1122.7	84.602	1945.52	1	0	0	0		$|
-1424652355	0	object/static/structure/dantooine/dant_jedi_temple_altar.iff	0	1121.82	66.6594	1945.58	1	0	0	0		$|
-1927988745	0	object/static/particle/pt_poi_electricity_2x2.iff	0	1121.88	85.1276	1947.18	1	0	0	0		$|
-1948313463	0	object/static/structure/naboo/nboo_imprv_metal_fence_wall_sml_s02.iff	0	344.513	75.6942	2045.34	1	0	0	0		$|
-1331595969	0	object/static/structure/naboo/nboo_imprv_metal_fence_wall_sml_s02.iff	0	338.379	75.6578	2045.4	1	0	0	0		$|
-1939786804	0	object/static/structure/naboo/nboo_imprv_lattice_wall_short_s01.iff	0	332.196	74.6237	2046.8	0.707108	0	-0.707106	0		$|
-1376581304	0	object/tangible/gravestone/gravestone04.iff	0	335.873	75.2539	2046.72	0.707391	0	-0.706822	0		$|
-327503350	0	object/tangible/gravestone/gravestone04.iff	0	341.49	75.2896	2046.6	0.707391	0	-0.706822	0		$|
-1408844359	0	object/static/structure/naboo/gungan_wall_ruined_lg_s01.iff	0	2003.54	76.3936	1135.42	1	0	0	0		$|
-850991870	0	object/static/structure/naboo/gungan_wall_ruined_lg_s02.iff	0	2008.68	75.8606	1132.06	0.707107	2.26283e-08	-0.707106	-2.26283e-08		$|
-1579429420	0	object/static/structure/naboo/gungan_wall_ruined_sm_s02.iff	0	2017.81	74.6241	1128.63	1	0	0	0		$|
