objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
-774325041	0	object/building/military/military_base_shed_imperial_style_cantina_s01.iff	0	1937	3	1666	1	0	0	0		$|
-1908401984	-774325041	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
-2093773463	-1908401984	object/static/item/item_tapestry_imperial.iff	0	6143.49	-0.475567	4098.84	0.707107	0	-0.707106	0		$|
-555016066	-774325041	object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
-1556862676	-774325041	object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
-1621582391	-774325041	object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
-1668142224	-1621582391	object/static/item/item_con_tato_cup_s2.iff	0	6148.63	0.125266	4099.52	-0.0107962	0	0.999942	0		$|
-1847828235	-1621582391	object/static/item/item_con_tato_cup_s2.iff	0	6148.22	0.125266	4099.99	-0.0107962	0	0.999942	0		$|
-565923755	-1621582391	object/static/item/item_con_tato_cup_s2.iff	0	6148.63	0.125266	4099.97	-0.0107962	0	0.999942	0		$|
-1927376940	-1621582391	object/static/item/item_con_bowl_serving_full.iff	0	6148	0.884212	4099.76	1	0	0	0		$|
-694282569	-774325041	object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
-556911782	-694282569	object/static/item/item_con_tato_cup_s2.iff	0	6148.11	0.125266	4091.95	0.997551	0	0.0699428	0		$|
-231542615	-694282569	object/static/item/item_con_tato_cup_s2.iff	0	6147.63	0.125266	4091.9	0.997551	0	0.0699428	0		$|
-976317925	-774325041	object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
-1960783934	-976317925	object/static/structure/tatooine/debris_tatt_crate_metal_1.iff	0	6138.48	0.125266	4094.14	1	0	0	0		$|
-879410635	-976317925	object/static/structure/tatooine/debris_tatt_crate_metal_1.iff	0	6138.48	0.441494	4094.16	1	0	0	0		$|
-1241413427	-976317925	object/static/structure/tatooine/debris_tatt_crate_metal_1.iff	0	6138.47	0.757721	4094.15	1	0	0	0		$|
-2079230854	-976317925	object/static/creature/droids_mse_droid.iff	0	6139.68	0.125266	4090.25	1	0	0	0		$|
-2083494600	-976317925	object/static/creature/droids_mse_droid.iff	0	6140.05	0.125266	4090.24	1	0	0	0		$|
-1946274642	0	object/building/military/military_base_shed_imperial_style_bank_s01.iff	0	1883	3	1688	0.707107	0	0.707106	0		$|
-1677962170	-1946274642	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
-1647848179	-1946274642	object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
-1062241431	-1946274642	object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
-854658269	-1946274642	object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
-2090498086	-854658269	object/tangible/terminal/terminal_bank.iff	0	6147.92	0.125266	4095.62	1	0	0	0		$|
-942219052	-854658269	object/static/item/item_data_disk.iff	0	6146.89	0.884212	4099.12	1	0	0	0		$|
-1720483051	-854658269	object/static/item/item_decryptor_imperial.iff	0	6146.67	0.884212	4099.18	1	0	0	0		$|
-609843239	-854658269	object/static/item/item_decryptor_imperial.iff	0	6147.52	0.884212	4099.15	1	0	0	0		$|
-751867451	-1946274642	object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
-641399737	-1946274642	object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
-977230724	-641399737	object/tangible/terminal/terminal_bazaar.iff	0	6140.06	0.125266	4095.03	3.20013e-08	0	1	0		$|
-1246571693	0	object/tangible/terminal/terminal_bazaar.iff	0	1891.35	3	1683.16	0.707107	0	0.707106	0		$|
-1674091023	0	object/tangible/terminal/terminal_bank.iff	0	1890.91	3	1692.7	0.707107	0	0.707106	0		$|
-1182814570	0	object/static/structure/general/streetlamp_small_red_style_01.iff	0	1890.27	3	1689.22	1	0	0	0		$|
-882045225	0	object/static/structure/general/streetlamp_small_red_style_01.iff	0	1947.84	3	1686.77	1	0	0	0		$|
-1550073655	0	object/static/structure/general/streetlamp_medium_style_01.iff	0	1924.92	3	1660.11	-0.382683	0	0.92388	0		$|
-409244986	0	object/building/military/military_base_shed_imperial_style_hospital_01.iff	0	1955	3	1688	0.707107	0	-0.707106	0		$|
-280675418	-409244986	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
-2133527664	-409244986	object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
-517957242	-409244986	object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
-416999969	-409244986	object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
-1804617885	-409244986	object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
-648240706	-409244986	object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
