objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
-774325041	0	object/static/terrain/tatooine/rock_spire_smooth_tatooine.iff	0	9.94151	-0.129381	1872.61	1	0	0	0		$|
-1908401984	0	object/static/terrain/tatooine/rock_spire_smooth_tatooine_style_1.iff	0	183.493	0	1998.09	1	0	0	0		$|
-2093773463	0	object/static/terrain/tatooine/rock_arch_small_tatooine_style_1.iff	0	49.5838	0	1731.16	0.813879	0	0.581034	0		$|
-555016066	0	object/static/terrain/tatooine/rock_arch_large_tatooine_style_1.iff	0	24.3893	0	1832.68	-0.428211	0	0.903679	0		$|
-1556862676	0	object/static/terrain/tatooine/rock_arch_medium_tatooine_style_1.iff	0	33.9806	0	1770.84	-0.486249	0	0.87382	0		$|
-1621582391	0	object/static/structure/tatooine/wall_pristine_tatooine_large_style_02.iff	0	1442.71	6.28023	1441.65	0.999954	0	0.00960226	0		$|
-1668142224	0	object/static/structure/tatooine/orchard_tatooine_style_02.iff	0	1637.45	7.01335	874.72	0.999999	0	0.00115781	0		$|
-1847828235	0	object/building/tatooine/housing_tatt_style01_large.iff	0	1590.02	11	1177.23	-0.700283	0	0.713866	0		$|
-565923755	-1847828235	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
-1927376940	-565923755	object/tangible/furniture/tatooine/frn_tatt_cantina_droid_detector.iff	0	7.70026	1.9867	-2038.53	0.714142	0	-0.7	0		$|
-694282569	-565923755	object/tangible/furniture/tatooine/frn_tatt_cantina_droid_detector.iff	0	-7.35173	1.99913	-2038.49	0.707107	0	0.707107	0		$|
-556911782	-565923755	object/static/item/item_painting_naboo_style_01.iff	0	-2.47989	2.01396	-2039.21	0.707115	0	0.707099	0		$|
-231542615	-565923755	object/static/item/item_painting_endor_style_01.iff	0	-0.244038	2.0286	-2039.15	0.707115	0	0.707099	0		$|
-976317925	-565923755	object/static/item/item_painting_agrilat_swamp_style_02.iff	0	2.09615	2.01926	-2039.27	0.707115	0	0.707099	0		$|
-1960783934	-565923755	object/tangible/furniture/all/frn_all_potted_plants_sml_s04.iff	0	6.7841	1.98745	-2037.79	0.939373	0	-0.342898	0		$|
-879410635	-565923755	object/tangible/furniture/all/frn_all_potted_plants_sml_s04.iff	0	-6.38481	1.98662	-2037.55	0.510526	0	0.859862	0		$|
-1241413427	-565923755	object/static/item/item_slave_brazier.iff	0	-7.45612	1.99993	-2038.49	0.924909	0	-0.380188	0		$|
-2079230854	-565923755	object/static/item/item_slave_brazier.iff	0	7.75455	1.9866	-2038.53	0.928665	0	0.370921	0		$|
-2083494600	-1847828235	object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
-1946274642	-2083494600	object/tangible/furniture/all/frn_all_potted_plants_sml_s03.iff	0	-4.74234	0.506761	-2050.07	0.980067	0	-0.198669	0		$|
-1677962170	-2083494600	object/tangible/furniture/all/frn_all_potted_plants_sml_s01.iff	0	-7.46352	0.510321	-2053.71	1	0	0	0		$|
-1647848179	-2083494600	object/tangible/furniture/all/frn_all_potted_plants_sml_s01.iff	0	-7.54892	0.511987	-2056.99	-0.689498	0	0.724287	0		$|
-1062241431	-2083494600	object/tangible/furniture/elegant/end_table_s01.iff	0	-7.43398	0.510302	-2053.67	1	0	0	0		$|
-854658269	-2083494600	object/tangible/furniture/elegant/end_table_s01.iff	0	-7.54868	0.511977	-2056.97	1	0	0	0		$|
