objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
-774325041	0	object/static/structure/general/tato_cave_rock_large.iff	0	871.617	185.73	987.401	1	0	0	0		$|
-1908401984	0	object/static/structure/general/tato_cave_rock_med.iff	0	872.935	185.992	987.832	0.972514	0	0.232843	0		$|
-2093773463	0	object/static/structure/general/tato_cave_rock_large.iff	0	872.274	186.007	988.886	1	0	0	0		$|
-555016066	0	object/static/structure/general/tato_cave_rock_large.iff	0	872.399	187.254	987.867	-0.700285	0	0	0.713864		$|
-1556862676	0	object/static/structure/general/tato_cave_rock_large.iff	0	873.684	186.25	988.972	0.926831	-0.069122	-0.302007	0.212129		$|
-1621582391	0	object/static/structure/general/tato_cave_rock_large.iff	0	873.028	186.507	990.674	0.986418	0	0.164252	0		$|
-1668142224	0	object/static/structure/general/tato_cave_rock_large.iff	0	872.853	187.743	989.627	-0.404416	0.558009	0.358294	0.629841		$|
-1847828235	0	object/static/structure/general/tato_cave_rock_large.iff	0	870.687	186.237	988.813	1	0	0	0		$|
-565923755	0	object/static/structure/general/tato_cave_rock_med.iff	0	871.007	187.063	987.954	1	0	0	0		$|
-1927376940	0	object/static/structure/general/tato_cave_rock_large.iff	0	871.184	187.696	988.867	0.348337	0	0	0.937369		$|
-694282569	0	object/static/structure/general/tato_cave_rock_large.iff	0	872.206	188.946	988.77	1	0	0	0		$|
