objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
-774325041	0	object/static/structure/general/skeleton_human_headandbody.iff	0	1068.74	461.87	1174.25	0.902509	0.0135387	-0.430409	0.00645662		$|
-1908401984	0	object/static/particle/pt_miasma_of_fog_mustard.iff	0	1077.76	461.02	1184.09	1	0	0	0		$|
-2093773463	0	object/static/particle/pt_flocking_glowzees.iff	0	1069.07	461.138	1175.45	1	0	0	0		$|
-555016066	0	object/building/tatooine/cave_tatooine_style_02.iff	0	1698.04	118.627	874.673	0.884675	0	0.466209	0		$|
-1556862676	-555016066	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
-1621582391	-1556862676	object/static/structure/general/tato_cave_stalactite_large.iff	0	8194.93	-1.73106	14.0979	1	0	0	0		$|
-1668142224	-1556862676	object/static/structure/general/tato_cave_stalactite_large.iff	0	8190.86	-2.29486	16.1694	-0.462485	-1.05548e-08	0.886627	-6.78105e-09		$|
-1847828235	-555016066	object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
-565923755	-555016066	object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
-1927376940	-565923755	object/static/structure/general/skeleton_human_headandbody.iff	0	8175.45	-26.1291	-42.5905	-0.389285	-0.107738	0.881653	-0.244005		$|
-694282569	-555016066	object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
-556911782	-555016066	object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
-231542615	-555016066	object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
-976317925	-555016066	object/cell/cell.iff	7	0	0	0	1	0	0	0		$|
-1960783934	-555016066	object/cell/cell.iff	8	0	0	0	1	0	0	0		$|
-879410635	-555016066	object/cell/cell.iff	9	0	0	0	1	0	0	0		$|
-1241413427	-555016066	object/cell/cell.iff	10	0	0	0	1	0	0	0		$|
-2079230854	-555016066	object/cell/cell.iff	11	0	0	0	1	0	0	0		$|
-2083494600	-555016066	object/cell/cell.iff	12	0	0	0	1	0	0	0		$|
-1946274642	-555016066	object/cell/cell.iff	13	0	0	0	1	0	0	0		$|
-1677962170	-555016066	object/cell/cell.iff	14	0	0	0	1	0	0	0		$|
-1647848179	-555016066	object/cell/cell.iff	15	0	0	0	1	0	0	0		$|
-1062241431	-555016066	object/cell/cell.iff	16	0	0	0	1	0	0	0		$|
-854658269	-555016066	object/cell/cell.iff	17	0	0	0	1	0	0	0		$|
-2090498086	-854658269	object/static/structure/general/skeleton_human_headandbody.iff	0	8074.27	-107.787	-330.96	1	0	0	0		$|
-942219052	-854658269	object/static/structure/general/skeleton_human_head.iff	0	8062.58	-110.383	-327.324	0.875391	-0.127829	0.461316	0.0673636		$|
-1720483051	-854658269	object/static/structure/general/skeleton_human_body.iff	0	8048.83	-119.659	-333.962	0.975897	0	0	0.21823		$|
-609843239	-854658269	object/static/structure/general/skeleton_bith_head.iff	0	8051.73	-114.98	-323.856	0.747366	-0.255991	0.580035	0.198676		$|
-751867451	-854658269	object/static/structure/general/skeleton_bith_headandbody.iff	0	8042.39	-115.965	-341.185	0.593438	0.249557	0.734141	-0.215846		$|
-641399737	0	object/static/structure/corellia/corl_imprv_wall_4x32_s03.iff	0	1691.99	128	844.084	0.898261	0	-0.439462	0		$|
-977230724	0	object/static/structure/corellia/corl_imprv_wall_4x32_s03.iff	0	1693.4	127.998	870.263	-0.475732	0	0.87959	0		$|
